@relation 'datasets'

@attribute text string
@attribute @@class@@ {neg,pos}

@data
'نعم شيء جميل الا انه يجب المواصلة في هدا ',pos
'انتظر بشغف القيام بتحقيقات وتحريات دقيقة على مستوى الجماعات بصنفيها القروي والحضري. ',pos
'الله ينصر ملكنا محمد السادس',pos
'انت فخر ومثال ف الكفاح والنجاح وهذا اكبر دليل ان نجاحك بلاواسطه ',pos
'حبيب الكل يا أبا مكة',pos
'موفق إن شاء الله سبحانه.',pos
'مبروك ي عالمي ربنا يباركلنا فيك',pos
'لأنك راجل و ابن راجل و ابن أصول ❤️',pos
'الله يراضي قلبك يا خلوق',pos
'احسن لاعب في أفريقيا ',pos
'المَجدُ قادم وهذا لا شك به وانت أعلم بهذا والكل يعلم، بعدما اجتهدت وتعبت تستحق ليست فقط هذه الجائزة الصغيرة وانما كل الجوائز لا تستطيع ان تفيك حق تعبك وجهدك.',pos
'سلام عليكم هنيئا للشعب المغربي بهذا الإنجاز العظيم الذي اتمنى ان لا يقف عند هذا الحد ب',pos
'نهج سليم وطريقة محبذة وترجع الثقة للمواطن ',pos
'انتي موبس انسانه انتي كومه من الانسانيات',pos
'جمال الاغنية المصرية وجمال صوت نجوى فاروق المغربية',pos
'الف مليون مبروك و عقبال جايزة احسن لاعب فى افريقيا من الكاف و احسن لاعب فى الدورى ',pos
'الحمد الله على كل حال وحنا بخير الى كنتي نتي بخير',pos
'تستهلين كلشي نجوى فارواق تستاهل',pos
'شكرا لك اخي !! تعليق جد رائع .... هذا هو واقع التعليم المغربي ',pos
'كنحماق عليكم تشجيعاتكم و رأيكم يهمني',pos
'أسفي حاضرة المحيط وأفضل مدينة في المغرب وشمال إفريقيا ',pos
'صباحكم ورد و حب و ياسمين',pos
'احلى تحية من العراق لأبو مكة العلم.. رافع راسنة والله.. كل الاحترام',pos
'تستحقها يابن بلادى ,, واعتقد ان الاتحاد الافريقى لازم يخلى عنده دم ويتوج صلاح بالكرة الذهبية',pos
'تستحق اكثر من ذلك ..انت نموذج لكل لاعب مصري يفكر في الاحتراف اوروبيا',pos
'...مبروك يابني ...اتمنى ان ابني مثلك في اخلاقك ..تحياتي الى الوالدين هم سر كل هذا النجاح',pos
'شكرا.على.هدا.الصوت.الراءع الدى.لم.نسمع.متله.من.قبل.كم.استقنا.الى.هده.لاصوات..تلسجيةواتمنى.لك..كل التوفيق',pos
'الله يحفظك و شكرا على رسالتك المشجعة',pos
'صوتك زوين لكن أظنك تحتاجين ان تمرني صوتك اكثر و حولي ان تضفي طابعك الخاص في اي اغنية على كل صوتك جميل و انت جميلة اتمنى لك التوفيق والنجاح',pos
'الله يوفقك وحنا ديما فنتظار الجديد♡♡♡',pos
'صوت أكثر من رائع وصورة ماشاءالله ما المانع من إنتشار هذه اﻻيقونة في الوطن العربي اختي نجوى',pos
'شكرا لكل من يشجعني و انتظروا دائما الجديد',pos
'رائعة موفقة نشالله من نجاح لنجاح',pos
'بالتوفيق',pos
'فعلا نحن نعيش في بلد الأمن والأمان',pos
'فخر بلادي الف مليون مبروك يا ابو مكه تستحقها باكتساح لا منافس لك انت فخر مصر والعرب بنحبك بجد ربنا يوفقك ',pos
'اللي جي اصعب من اللي راح لانك محتاج تثبت للناس ان تفوقك ده مش مجرد صدفه',pos
'شكرا هيسبرس على فتح الباب للنقاش المثمر',pos
'اللهم انصر الاسلام والمسلمين في كل مكان القدس عربيه وستبقى عربيه وعاصمه فلسطين يارب احميها',pos
'الله يكرمك ويرضي عنك',pos
'إذا بقي على هذا المستوى سيحقق جائزة أفضل مدافع في الكالتشيو كما فعلها من قبل',pos
'هاد سيد كيشد لكرة كيمتعني وخق مولاتا',pos
'كم أنت راااائع يا غاتوزو|',pos
'المرابطين صورة جميلة الله يزيدو من فضلوو',pos
'أشرف حكيمي 19 السنة فخر المغرب ',pos
'فخر المغرب ',pos
'والله اننا نفتخر بك وبامثالك من امة محمد وستبقى الاردن واهلها باذن الله قلعة الصمود والاباء ',pos
'الشيخ ياسين عاش رجلا نزيها فاضلا زاهدا مستقيما ومات على ذلك فهو أهل للاقتداء،',pos
'الحمد لله ، أنعم لله علينا بخيرات البر والبحر ، السمك المغربي و الرخويات و فواكه البحر ',pos
'كل الاحترام والتقدير',pos
'رحم الله العارف بالله و الفقير إليه الولي الصالح سيدي عبد السلام ',pos
'عاشت قطر و عاش الأمير تميم حفظه الله ورعاه',pos
'و كل عام و قطر الغالية الأبية تنعم بالخير أتمنى لكم دوام التوفيق و الأفراح',pos
'رأيي يا إبراهيم ان الزاكي لاعب ناجح جدا و مدرب متوسط جدا...',pos
'روعه ياعاشق ',pos
'وفقكم الله لما فيه الخير للبلاد و العباد',pos
'بالتوفيق',pos
'الزاكي مدرب نزيه وشخصيته قوية',pos
'نتمنى له كل النجاح والتوفيق.....للانه مدرب كبير....وان الزاكي كان يضلم ويتدخل في اختيارته....هدا مايعكر صفو كل المدربين الكبار في اللعبة',pos
'بالتوفيق والنجاح ان شاء الله',pos
'رحمه الله شكرا للحسن التاني',pos
'مدرب جميل اللهم كن له وليا ونصيرا',pos
'هوا مدرب كبير لكن رونار افضل',pos
'مدرب كبير الله يوفقه',pos
'إنه أسد شامخ رغما عن أنف الحاقدين وسيبقى دائما أسطورة في تاريخ كرة القدم.وكلنا نعرف التلاعبات التي تقع في مغربنا الحبيب...!',pos
'احترمتي لهد المودرب الدي اعط الشيء الكتر لي الكورة المغربي',pos
'بسلامة بلا رجوع',pos
'من أجمل المناظر الطبيعية في فصل الشتاء ، تلك التلال من الثلوج ، التي تتيح للسائح التمتع بممارسة رياضة الثلج  على الجليد ، و اللعب على الجليد و الاستمتاع به ،والاستمتاع بالأماكن الثلجية الجميلة والهادئة',pos
'ما أروع الجبال حين تكسى بالثلوج فساعة واحدة أمامها أفضل من الحياة كلها إنها تغري كل عاشق لجمال الطبيعة وتجعله مندهشا لتناسقها وخطابها البليغ ',pos
' إنه',pos
'الجمال الفتان الذي أبدعه الله في خلقه فهيا لنزوره لكي نعشقه. ',pos
'صاحبة المداخلة باللغة العربية الصرفة تبارك الله عليك ... نيفو بزااف ',pos
'مليون ترليون مبروككككككككك ابو تياغو',pos
'ما شاء الله',pos
'الوداد اكبر فريق في المغرب',pos
'يستحق اعادة النشر عشرات المرات',pos
' رائعة غاليتي كالعادة وفقك الله﻿ ',pos
'هههه شكراً الحبيبة ♥️﻿',pos
'عمل يليق بالحمامة البيضاء 💕💞💗﻿ ',pos
'عفاف تبارك الله عليك فيديو رائع جدا  لا من جانب الافكار موضوع الخبرةفتصوير مونطاج',pos
'موفقة اختي عفاف في مسيرتك ومزيدا من التألق والنجاح اتابعك منذ مدة عبر الانستغرام ما شاء الله عليك قلبا وقالبا﻿',pos
' رائعة حبيبتي وفقك الرحمن﻿  ',pos
'ليست غريبه على اخلاق برشلونه',pos
'عمل رائع بكل المقاييس',pos
